,When,Date,WorkDays,,Date,Alberta Weekly,British Columbia Weekly,Canada Weekly,Manitoba Weekly,New Brunswick Weekly,Newfoundland And Labrador Weekly,Nova Scotia Weekly,Ontario Weekly,Prince Edward Island Weekly,Quebec Weekly,Saskatchewan Weekly,Alberta monthly,British Columbia monthly,Canada monthly,Manitoba monthly,New Brunswick monthly,Newfoundland And Labrador monthly,Nova Scotia monthly,Ontario monthly,Prince Edward Island monthly,Quebec monthly,Saskatchewan monthly
120,2011-01-01T00:00:00,1/1/2011,21,,1/1/2011,"$1,030.23 ",$833.90 ,$871.06 ,$796.66 ,$784.91 ,$864.03 ,$755.24 ,$900.04 ,$717.14 ,$791.25 ,$881.43 ,"$4,326.97 ","$3,502.38 ","$3,658.45 ","$3,345.97 ","$3,296.62 ","$3,628.93 ","$3,172.01 ","$3,780.17 ","$3,011.99 ","$3,323.25 ","$3,702.01 "
121,2011-02-01T00:00:00,2/1/2011,20,,2/1/2011,"$1,042.48 ",$842.21 ,$877.32 ,$800.25 ,$785.16 ,$882.71 ,$760.68 ,$903.91 ,$718.23 ,$800.47 ,$859.99 ,"$4,169.92 ","$3,368.84 ","$3,509.28 ","$3,201.00 ","$3,140.64 ","$3,530.84 ","$3,042.72 ","$3,615.64 ","$2,872.92 ","$3,201.88 ","$3,439.96 "
122,2011-03-01T00:00:00,3/1/2011,23,,3/1/2011,"$1,027.54 ",$831.42 ,$873.52 ,$797.22 ,$787.89 ,$879.89 ,$764.78 ,$900.66 ,$733.39 ,$802.88 ,$862.46 ,"$4,726.68 ","$3,824.53 ","$4,018.19 ","$3,667.21 ","$3,624.29 ","$4,047.49 ","$3,517.99 ","$4,143.04 ","$3,373.59 ","$3,693.25 ","$3,967.32 "
123,2011-04-01T00:00:00,4/1/2011,21,,4/1/2011,"$1,032.66 ",$842.27 ,$869.47 ,$799.87 ,$790.98 ,$873.17 ,$761.80 ,$889.91 ,$723.85 ,$793.53 ,$873.00 ,"$4,337.17 ","$3,537.53 ","$3,651.77 ","$3,359.45 ","$3,322.12 ","$3,667.31 ","$3,199.56 ","$3,737.62 ","$3,040.17 ","$3,332.83 ","$3,666.60 "
124,2011-05-01T00:00:00,5/1/2011,22,,5/1/2011,"$1,031.81 ",$844.69 ,$869.04 ,$800.12 ,$782.27 ,$869.87 ,$761.41 ,$889.35 ,$728.64 ,$796.45 ,$849.61 ,"$4,539.96 ","$3,716.64 ","$3,823.78 ","$3,520.53 ","$3,441.99 ","$3,827.43 ","$3,350.20 ","$3,913.14 ","$3,206.02 ","$3,504.38 ","$3,738.28 "
125,2011-06-01T00:00:00,6/1/2011,22,,6/1/2011,"$1,024.12 ",$837.09 ,$871.32 ,$801.67 ,$776.84 ,$861.85 ,$773.11 ,$892.24 ,$714.54 ,$809.42 ,$851.75 ,"$4,506.13 ","$3,683.20 ","$3,833.81 ","$3,527.35 ","$3,418.10 ","$3,792.14 ","$3,401.68 ","$3,925.86 ","$3,143.98 ","$3,561.45 ","$3,747.70 "
126,2011-07-01T00:00:00,7/1/2011,21,,7/1/2011,"$1,016.42 ",$828.60 ,$864.90 ,$799.38 ,$780.81 ,$872.43 ,$768.31 ,$882.32 ,$694.13 ,$804.26 ,$865.03 ,"$4,268.96 ","$3,480.12 ","$3,632.58 ","$3,357.40 ","$3,279.40 ","$3,664.21 ","$3,226.90 ","$3,705.74 ","$2,915.35 ","$3,377.89 ","$3,633.13 "
127,2011-08-01T00:00:00,8/1/2011,23,,8/1/2011,"$1,040.53 ",$836.07 ,$867.68 ,$805.12 ,$779.72 ,$870.06 ,$765.45 ,$882.98 ,$695.93 ,$794.00 ,$883.31 ,"$4,786.44 ","$3,845.92 ","$3,991.33 ","$3,703.55 ","$3,586.71 ","$4,002.28 ","$3,521.07 ","$4,061.71 ","$3,201.28 ","$3,652.40 ","$4,063.23 "
128,2011-09-01T00:00:00,9/1/2011,22,,9/1/2011,"$1,026.41 ",$840.23 ,$869.71 ,$804.25 ,$789.36 ,$884.34 ,$755.59 ,$883.85 ,$722.29 ,$804.71 ,$897.27 ,"$4,516.20 ","$3,697.01 ","$3,826.72 ","$3,538.70 ","$3,473.18 ","$3,891.10 ","$3,324.60 ","$3,888.94 ","$3,178.08 ","$3,540.72 ","$3,947.99 "
129,2011-10-01T00:00:00,10/1/2011,21,,10/1/2011,"$1,051.14 ",$847.66 ,$882.05 ,$804.87 ,$795.26 ,$899.15 ,$760.34 ,$900.32 ,$718.82 ,$811.75 ,$891.84 ,"$4,414.79 ","$3,560.17 ","$3,704.61 ","$3,380.45 ","$3,340.09 ","$3,776.43 ","$3,193.43 ","$3,781.34 ","$3,019.04 ","$3,409.35 ","$3,745.73 "
130,2011-11-01T00:00:00,11/1/2011,22,,11/1/2011,"$1,049.67 ",$847.63 ,$880.44 ,$801.77 ,$799.89 ,$891.23 ,$773.94 ,$893.90 ,$738.85 ,$813.94 ,$894.83 ,"$4,618.55 ","$3,729.57 ","$3,873.94 ","$3,527.79 ","$3,519.52 ","$3,921.41 ","$3,405.34 ","$3,933.16 ","$3,250.94 ","$3,581.34 ","$3,937.25 "
131,2011-12-01T00:00:00,12/1/2011,22,,12/1/2011,"$1,036.98 ",$854.80 ,$883.91 ,$804.59 ,$794.52 ,$899.71 ,$780.79 ,$900.49 ,$734.86 ,$818.70 ,$891.22 ,"$4,562.71 ","$3,761.12 ","$3,889.20 ","$3,540.20 ","$3,495.89 ","$3,958.72 ","$3,435.48 ","$3,962.16 ","$3,233.38 ","$3,602.28 ","$3,921.37 "
132,2012-01-01T00:00:00,1/1/2012,22,,1/1/2012,"$1,052.79 ",$858.34 ,$883.36 ,$815.75 ,$793.02 ,$905.48 ,$771.54 ,$900.85 ,$726.08 ,$800.62 ,$909.00 ,"$4,632.28 ","$3,776.70 ","$3,886.78 ","$3,589.30 ","$3,489.29 ","$3,984.11 ","$3,394.78 ","$3,963.74 ","$3,194.75 ","$3,522.73 ","$3,999.60 "
133,2012-02-01T00:00:00,2/1/2012,21,,2/1/2012,"$1,067.39 ",$861.64 ,$887.67 ,$805.09 ,$801.20 ,$912.50 ,$769.19 ,$901.14 ,$733.40 ,$809.70 ,$906.18 ,"$4,483.04 ","$3,618.89 ","$3,728.21 ","$3,381.38 ","$3,365.04 ","$3,832.50 ","$3,230.60 ","$3,784.79 ","$3,080.28 ","$3,400.74 ","$3,805.96 "
134,2012-03-01T00:00:00,3/1/2012,22,,3/1/2012,"$1,058.46 ",$862.37 ,$890.00 ,$821.13 ,$807.70 ,$920.15 ,$777.65 ,$900.75 ,$756.80 ,$818.84 ,$911.63 ,"$4,657.22 ","$3,794.43 ","$3,916.00 ","$3,612.97 ","$3,553.88 ","$4,048.66 ","$3,421.66 ","$3,963.30 ","$3,329.92 ","$3,602.90 ","$4,011.17 "
135,2012-04-01T00:00:00,4/1/2012,21,,4/1/2012,"$1,060.70 ",$861.49 ,$888.88 ,$813.30 ,$806.78 ,$927.87 ,$776.37 ,$903.08 ,$735.01 ,$812.53 ,$902.61 ,"$4,454.94 ","$3,618.26 ","$3,733.30 ","$3,415.86 ","$3,388.48 ","$3,897.05 ","$3,260.75 ","$3,792.94 ","$3,087.04 ","$3,412.63 ","$3,790.96 "
136,2012-05-01T00:00:00,5/1/2012,23,,5/1/2012,"$1,040.93 ",$851.32 ,$887.88 ,$809.88 ,$806.65 ,$916.01 ,$789.90 ,$899.30 ,$756.25 ,$831.37 ,$896.36 ,"$4,788.28 ","$3,916.07 ","$4,084.25 ","$3,725.45 ","$3,710.59 ","$4,213.65 ","$3,633.54 ","$4,136.78 ","$3,478.75 ","$3,824.30 ","$4,123.26 "
137,2012-06-01T00:00:00,6/1/2012,21,,6/1/2012,"$1,063.52 ",$870.97 ,$894.78 ,$827.63 ,$810.46 ,$920.49 ,$792.77 ,$912.51 ,$753.98 ,$810.39 ,$914.58 ,"$4,466.78 ","$3,658.07 ","$3,758.08 ","$3,476.05 ","$3,403.93 ","$3,866.06 ","$3,329.63 ","$3,832.54 ","$3,166.72 ","$3,403.64 ","$3,841.24 "
138,2012-07-01T00:00:00,7/1/2012,22,,7/1/2012,"$1,074.05 ",$868.29 ,$896.94 ,$823.78 ,$805.55 ,$934.76 ,$790.05 ,$908.46 ,$724.34 ,$820.59 ,$926.99 ,"$4,725.82 ","$3,820.48 ","$3,946.54 ","$3,624.63 ","$3,544.42 ","$4,112.94 ","$3,476.22 ","$3,997.22 ","$3,187.10 ","$3,610.60 ","$4,078.76 "
139,2012-08-01T00:00:00,8/1/2012,23,,8/1/2012,"$1,080.71 ",$859.92 ,$899.43 ,$833.05 ,$808.42 ,$940.65 ,$792.79 ,$903.50 ,$720.63 ,$836.06 ,$932.18 ,"$4,971.27 ","$3,955.63 ","$4,137.38 ","$3,832.03 ","$3,718.73 ","$4,326.99 ","$3,646.83 ","$4,156.10 ","$3,314.90 ","$3,845.88 ","$4,288.03 "
140,2012-09-01T00:00:00,9/1/2012,20,,9/1/2012,"$1,081.71 ",$864.42 ,$898.60 ,$833.79 ,$805.12 ,$937.27 ,$793.77 ,$904.57 ,$728.82 ,$829.48 ,$927.79 ,"$4,326.84 ","$3,457.68 ","$3,594.40 ","$3,335.16 ","$3,220.48 ","$3,749.08 ","$3,175.08 ","$3,618.28 ","$2,915.28 ","$3,317.92 ","$3,711.16 "
141,2012-10-01T00:00:00,10/1/2012,23,,10/1/2012,"$1,096.41 ",$871.42 ,$903.29 ,$830.94 ,$813.12 ,$935.94 ,$789.91 ,$908.84 ,$726.81 ,$830.44 ,$931.35 ,"$5,043.49 ","$4,008.53 ","$4,155.13 ","$3,822.32 ","$3,740.35 ","$4,305.32 ","$3,633.59 ","$4,180.66 ","$3,343.33 ","$3,820.02 ","$4,284.21 "
142,2012-11-01T00:00:00,11/1/2012,22,,11/1/2012,"$1,080.35 ",$872.63 ,$903.67 ,$824.67 ,$810.50 ,$932.00 ,$804.97 ,$910.42 ,$750.13 ,$837.72 ,$923.00 ,"$4,753.54 ","$3,839.57 ","$3,976.15 ","$3,628.55 ","$3,566.20 ","$4,100.80 ","$3,541.87 ","$4,005.85 ","$3,300.57 ","$3,685.97 ","$4,061.20 "
143,2012-12-01T00:00:00,12/1/2012,21,,12/1/2012,"$1,088.62 ",$880.23 ,$908.37 ,$835.86 ,$810.92 ,$933.54 ,$807.32 ,$917.85 ,$753.02 ,$832.68 ,$933.32 ,"$4,572.20 ","$3,696.97 ","$3,815.15 ","$3,510.61 ","$3,405.86 ","$3,920.87 ","$3,390.74 ","$3,854.97 ","$3,162.68 ","$3,497.26 ","$3,919.94 "
144,2013-01-01T00:00:00,1/1/2013,23,,1/1/2013,"$1,069.35 ",$861.75 ,$898.44 ,$821.84 ,$801.75 ,$934.45 ,$783.89 ,$913.98 ,$738.67 ,$823.66 ,$923.96 ,"$4,919.01 ","$3,964.05 ","$4,132.82 ","$3,780.46 ","$3,688.05 ","$4,298.47 ","$3,605.89 ","$4,204.31 ","$3,397.88 ","$3,788.84 ","$4,250.22 "
145,2013-02-01T00:00:00,2/1/2013,20,,2/1/2013,"$1,113.51 ",$881.20 ,$911.76 ,$815.61 ,$800.38 ,$952.15 ,$786.92 ,$922.47 ,$744.10 ,$826.54 ,$952.18 ,"$4,454.04 ","$3,524.80 ","$3,647.04 ","$3,262.44 ","$3,201.52 ","$3,808.60 ","$3,147.68 ","$3,689.88 ","$2,976.40 ","$3,306.16 ","$3,808.72 "
146,2013-03-01T00:00:00,3/1/2013,21,,3/1/2013,"$1,105.64 ",$871.75 ,$905.22 ,$828.59 ,$793.96 ,$945.22 ,$785.75 ,$919.57 ,$761.85 ,$810.72 ,$953.97 ,"$4,643.69 ","$3,661.35 ","$3,801.92 ","$3,480.08 ","$3,334.63 ","$3,969.92 ","$3,300.15 ","$3,862.19 ","$3,199.77 ","$3,405.02 ","$4,006.67 "
147,2013-04-01T00:00:00,4/1/2013,22,,4/1/2013,"$1,103.68 ",$873.50 ,$905.41 ,$821.34 ,$799.96 ,$946.36 ,$786.58 ,$914.38 ,$756.39 ,$824.85 ,$936.01 ,"$4,856.19 ","$3,843.40 ","$3,983.80 ","$3,613.90 ","$3,519.82 ","$4,163.98 ","$3,460.95 ","$4,023.27 ","$3,328.12 ","$3,629.34 ","$4,118.44 "
148,2013-05-01T00:00:00,5/1/2013,23,,5/1/2013,"$1,098.46 ",$876.40 ,$910.56 ,$814.72 ,$808.09 ,$940.26 ,$800.56 ,$918.32 ,$769.83 ,$841.69 ,$934.64 ,"$5,052.92 ","$4,031.44 ","$4,188.58 ","$3,747.71 ","$3,717.21 ","$4,325.20 ","$3,682.58 ","$4,224.27 ","$3,541.22 ","$3,871.77 ","$4,299.34 "
149,2013-06-01T00:00:00,6/1/2013,20,,6/1/2013,"$1,097.71 ",$867.77 ,$911.94 ,$829.29 ,$809.50 ,$940.35 ,$803.66 ,$923.97 ,$755.63 ,$838.91 ,$948.34 ,"$4,390.84 ","$3,471.08 ","$3,647.76 ","$3,317.16 ","$3,238.00 ","$3,761.40 ","$3,214.64 ","$3,695.88 ","$3,022.52 ","$3,355.64 ","$3,793.36 "
150,2013-07-01T00:00:00,7/1/2013,23,,7/1/2013,"$1,099.53 ",$864.68 ,$906.82 ,$823.32 ,$799.99 ,$948.79 ,$808.55 ,$913.87 ,$738.70 ,$833.95 ,$946.31 ,"$5,057.84 ","$3,977.53 ","$4,171.37 ","$3,787.27 ","$3,679.95 ","$4,364.43 ","$3,719.33 ","$4,203.80 ","$3,398.02 ","$3,836.17 ","$4,353.03 "
151,2013-08-01T00:00:00,8/1/2013,22,,8/1/2013,"$1,093.14 ",$863.94 ,$907.30 ,$824.74 ,$801.43 ,$951.96 ,$802.88 ,$918.64 ,$736.48 ,$832.60 ,$942.20 ,"$4,809.82 ","$3,801.34 ","$3,992.12 ","$3,628.86 ","$3,526.29 ","$4,188.62 ","$3,532.67 ","$4,042.02 ","$3,240.51 ","$3,663.44 ","$4,145.68 "
152,2013-09-01T00:00:00,9/1/2013,21,,9/1/2013,"$1,114.87 ",$869.32 ,$907.86 ,$821.79 ,$789.91 ,$955.14 ,$795.15 ,$912.23 ,$746.35 ,$832.54 ,$941.82 ,"$4,682.45 ","$3,651.14 ","$3,813.01 ","$3,451.52 ","$3,317.62 ","$4,011.59 ","$3,339.63 ","$3,831.37 ","$3,134.67 ","$3,496.67 ","$3,955.64 "
153,2013-10-01T00:00:00,10/1/2013,23,,10/1/2013,"$1,118.79 ",$867.56 ,$916.45 ,$822.38 ,$805.09 ,$966.96 ,$797.84 ,$921.12 ,$751.10 ,$851.45 ,$943.92 ,"$5,146.43 ","$3,990.78 ","$4,215.67 ","$3,782.95 ","$3,703.41 ","$4,448.02 ","$3,670.06 ","$4,237.15 ","$3,455.06 ","$3,916.67 ","$4,342.03 "
154,2013-11-01T00:00:00,11/1/2013,21,,11/1/2013,"$1,137.21 ",$895.89 ,$922.36 ,$842.09 ,$824.87 ,$973.45 ,$806.92 ,$929.25 ,$757.00 ,$827.17 ,$958.33 ,"$4,776.28 ","$3,762.74 ","$3,873.91 ","$3,536.78 ","$3,464.45 ","$4,088.49 ","$3,389.06 ","$3,902.85 ","$3,179.40 ","$3,474.11 ","$4,024.99 "
155,2013-12-01T00:00:00,12/1/2013,22,,12/1/2013,"$1,143.70 ",$898.29 ,$930.28 ,$864.26 ,$819.70 ,$972.75 ,$808.43 ,$933.53 ,$777.15 ,$844.09 ,$964.53 ,"$5,032.28 ","$3,952.48 ","$4,093.23 ","$3,802.74 ","$3,606.68 ","$4,280.10 ","$3,557.09 ","$4,107.53 ","$3,419.46 ","$3,714.00 ","$4,243.93 "
156,2014-01-01T00:00:00,1/1/2014,23,,1/1/2014,"$1,115.88 ",$884.83 ,$920.18 ,$841.64 ,$807.50 ,$958.16 ,$801.59 ,$932.48 ,$770.86 ,$834.47 ,$941.24 ,"$5,133.05 ","$4,070.22 ","$4,232.83 ","$3,871.54 ","$3,714.50 ","$4,407.54 ","$3,687.31 ","$4,289.41 ","$3,545.96 ","$3,838.56 ","$4,329.70 "
157,2014-02-01T00:00:00,2/1/2014,20,,2/1/2014,"$1,147.69 ",$898.03 ,$933.15 ,$851.82 ,$823.19 ,$978.49 ,$813.83 ,$942.00 ,$770.26 ,$838.35 ,$970.05 ,"$4,590.76 ","$3,592.12 ","$3,732.60 ","$3,407.28 ","$3,292.76 ","$3,913.96 ","$3,255.32 ","$3,768.00 ","$3,081.04 ","$3,353.40 ","$3,880.20 "
158,2014-03-01T00:00:00,3/1/2014,21,,3/1/2014,"$1,155.43 ",$898.10 ,$930.78 ,$855.63 ,$812.96 ,$983.21 ,$809.56 ,$934.52 ,$774.89 ,$836.34 ,$967.05 ,"$4,852.81 ","$3,772.02 ","$3,909.28 ","$3,593.65 ","$3,414.43 ","$4,129.48 ","$3,400.15 ","$3,924.98 ","$3,254.54 ","$3,512.63 ","$4,061.61 "
159,2014-04-01T00:00:00,4/1/2014,22,,4/1/2014,"$1,147.73 ",$895.40 ,$931.12 ,$857.99 ,$831.93 ,$989.21 ,$817.48 ,$932.63 ,$779.90 ,$842.97 ,$975.60 ,"$5,050.01 ","$3,939.76 ","$4,096.93 ","$3,775.16 ","$3,660.49 ","$4,352.52 ","$3,596.91 ","$4,103.57 ","$3,431.56 ","$3,709.07 ","$4,292.64 "
160,2014-05-01T00:00:00,5/1/2014,22,,5/1/2014,"$1,134.33 ",$896.84 ,$932.72 ,$852.31 ,$834.73 ,$990.50 ,$827.56 ,$935.16 ,$773.62 ,$856.27 ,$958.68 ,"$4,991.05 ","$3,946.10 ","$4,103.97 ","$3,750.16 ","$3,672.81 ","$4,358.20 ","$3,641.26 ","$4,114.70 ","$3,403.93 ","$3,767.59 ","$4,218.19 "
161,2014-06-01T00:00:00,6/1/2014,21,,6/1/2014,"$1,151.22 ",$888.03 ,$938.57 ,$867.75 ,$834.85 ,$996.14 ,$830.24 ,$943.52 ,$783.76 ,$857.08 ,$980.26 ,"$4,835.12 ","$3,729.73 ","$3,941.99 ","$3,644.55 ","$3,506.37 ","$4,183.79 ","$3,487.01 ","$3,962.78 ","$3,291.79 ","$3,599.74 ","$4,117.09 "
162,2014-07-01T00:00:00,7/1/2014,23,,7/1/2014,"$1,138.21 ",$879.23 ,$939.30 ,$860.36 ,$842.70 ,$995.46 ,$830.68 ,$942.26 ,$757.95 ,$874.71 ,$978.14 ,"$5,235.77 ","$4,044.46 ","$4,320.78 ","$3,957.66 ","$3,876.42 ","$4,579.12 ","$3,821.13 ","$4,334.40 ","$3,486.57 ","$4,023.67 ","$4,499.44 "
163,2014-08-01T00:00:00,8/1/2014,21,,8/1/2014,"$1,155.68 ",$897.90 ,$935.22 ,$875.09 ,$826.67 ,$985.76 ,$822.27 ,$936.16 ,$759.39 ,$843.54 ,$984.13 ,"$4,853.86 ","$3,771.18 ","$3,927.92 ","$3,675.38 ","$3,472.01 ","$4,140.19 ","$3,453.53 ","$3,931.87 ","$3,189.44 ","$3,542.87 ","$4,133.35 "
164,2014-09-01T00:00:00,9/1/2014,22,,9/1/2014,"$1,159.89 ",$896.29 ,$934.74 ,$869.33 ,$836.43 ,$997.27 ,$811.21 ,$935.30 ,$757.86 ,$842.92 ,$979.19 ,"$5,103.52 ","$3,943.68 ","$4,112.86 ","$3,825.05 ","$3,680.29 ","$4,387.99 ","$3,569.32 ","$4,115.32 ","$3,334.58 ","$3,708.85 ","$4,308.44 "
165,2014-10-01T00:00:00,10/1/2014,23,,10/1/2014,"$1,163.69 ",$901.86 ,$940.68 ,$872.41 ,$838.49 ,"$1,001.57 ",$820.12 ,$936.71 ,$774.24 ,$858.82 ,$984.95 ,"$5,352.97 ","$4,148.56 ","$4,327.13 ","$4,013.09 ","$3,857.05 ","$4,607.22 ","$3,772.55 ","$4,308.87 ","$3,561.50 ","$3,950.57 ","$4,530.77 "
166,2014-11-01T00:00:00,11/1/2014,20,,11/1/2014,"$1,160.77 ",$902.69 ,$937.83 ,$862.07 ,$838.71 ,"$1,007.37 ",$816.48 ,$938.67 ,$782.53 ,$844.51 ,$992.31 ,"$4,643.08 ","$3,610.76 ","$3,751.32 ","$3,448.28 ","$3,354.84 ","$4,029.48 ","$3,265.92 ","$3,754.68 ","$3,130.12 ","$3,378.04 ","$3,969.24 "
167,2014-12-01T00:00:00,12/1/2014,23,,12/1/2014,"$1,159.60 ",$904.11 ,$948.40 ,$886.94 ,$856.35 ,"$1,006.98 ",$836.76 ,$950.38 ,$803.66 ,$862.12 ,$991.30 ,"$5,334.16 ","$4,158.91 ","$4,362.64 ","$4,079.92 ","$3,939.21 ","$4,632.11 ","$3,849.10 ","$4,371.75 ","$3,696.84 ","$3,965.75 ","$4,559.98 "
168,2015-01-01T00:00:00,1/1/2015,22,,1/1/2015,"$1,158.79 ",$911.57 ,$944.98 ,$875.17 ,$842.03 ,"$1,007.20 ",$830.52 ,$951.10 ,$794.39 ,$846.73 ,$982.60 ,"$5,098.68 ","$4,010.91 ","$4,157.91 ","$3,850.75 ","$3,704.93 ","$4,431.68 ","$3,654.29 ","$4,184.84 ","$3,495.32 ","$3,725.61 ","$4,323.44 "
169,2015-02-01T00:00:00,2/1/2015,20,,2/1/2015,"$1,176.32 ",$919.20 ,$957.80 ,$873.35 ,$854.39 ,"$1,015.85 ",$829.09 ,$969.17 ,$792.26 ,$857.53 ,$991.21 ,"$4,705.28 ","$3,676.80 ","$3,831.20 ","$3,493.40 ","$3,417.56 ","$4,063.40 ","$3,316.36 ","$3,876.68 ","$3,169.04 ","$3,430.12 ","$3,964.84 "
170,2015-03-01T00:00:00,3/1/2015,22,,3/1/2015,"$1,173.23 ",$911.73 ,$956.50 ,$865.29 ,$848.22 ,"$1,022.75 ",$823.01 ,$968.75 ,$800.10 ,$861.10 ,$988.79 ,"$5,162.21 ","$4,011.61 ","$4,208.60 ","$3,807.28 ","$3,732.17 ","$4,500.10 ","$3,621.24 ","$4,262.50 ","$3,520.44 ","$3,788.84 ","$4,350.68 "
171,2015-04-01T00:00:00,4/1/2015,22,,4/1/2015,"$1,150.61 ",$899.15 ,$954.70 ,$864.69 ,$864.81 ,"$1,019.61 ",$835.31 ,$964.80 ,$809.92 ,$881.27 ,$977.35 ,"$5,062.68 ","$3,956.26 ","$4,200.68 ","$3,804.64 ","$3,805.16 ","$4,486.28 ","$3,675.36 ","$4,245.12 ","$3,563.65 ","$3,877.59 ","$4,300.34 "
,2015-05-01T00:00:00,5/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,
